"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:MF","DNA-binding transcription factor activity","GO:0003700","2.9747485270449025e-20","19.526549741845628","1586","2772","325","22791","AT1G66350,AT4G39250,AT3G56400,AT3G24310,AT5G43540,AT5G57620,AT3G54320,AT4G22810,AT2G28710,AT1G26870,AT5G39820,AT4G35900,AT2G37650,AT4G10350,AT3G23230,AT1G68150,AT4G14465,AT1G48000,AT5G08790,AT2G29060,AT2G43000,AT5G17430,AT3G50700,AT5G04340,AT1G79580,AT5G51190,AT5G56960,AT2G46400,AT3G54220,AT1G03840,AT1G27730,AT4G37850,AT5G17810,AT2G20080,AT2G37740,AT2G18550,AT4G37790,AT1G07530,AT1G51190,AT2G24430,AT3G16770,AT5G19790,AT5G52260,AT1G09030,AT1G08320,AT2G34830,AT1G69490,AT1G55580,AT1G30650,AT2G47190,AT3G04070,AT3G62420,AT3G49760,AT3G23250,AT1G09540,AT5G06839,AT3G09290,AT4G17810,AT5G12870,AT5G22570,AT4G08250,AT5G61890,AT3G49950,AT5G57390,AT3G03660,AT5G15130,AT4G36160,AT4G13480,AT1G68360,AT5G59570,AT2G36890,AT4G11070,AT4G32800,AT2G28160,AT3G47710,AT2G45120,AT5G16770,AT1G50420,AT5G37800,AT3G46080,AT1G01030,AT2G47270,AT1G76500,AT1G56170,AT3G23030,AT3G57230,AT1G33060,AT3G01080,AT5G18560,AT3G13840,AT3G23240,AT5G65640,AT3G12720,AT5G47230,AT4G37780,AT1G05805,AT5G66350,AT2G38470,AT2G40740,AT3G56970,AT3G61970,AT4G33450,AT3G61950,AT1G68810,AT3G60390,AT5G13080,AT5G22890,AT1G66470,AT4G37940,AT3G09600,AT5G43410,AT2G40200,AT4G28610,AT5G13910,AT1G56010,AT1G01720,AT4G01250,AT3G60580,AT5G51990,AT2G14760,AT1G23380,AT1G19490,AT2G33710,AT2G18380,AT3G46090,AT4G02640,AT3G24520,AT4G34410,AT5G06710,AT3G12250,AT2G36270,AT2G27230,AT1G08290,AT4G25480,AT5G22380,AT5G59820,AT1G80840,AT5G29000,AT2G20180,AT4G18450,AT1G71692,AT5G61430,AT2G31230,AT1G61110,AT1G72360,AT4G25560,AT5G07700,AT3G19500,AT5G18270,AT1G62300,AT4G14550,AT3G16500,AT4G04450,AT2G04038,AT4G25470,AT5G26170,AT5G57520,AT3G56770,AT4G18170,AT1G74500,AT1G09530,AT2G33310,AT4G29080,AT5G64530,AT2G47520,AT1G13600,AT1G51700,AT4G23810,AT3G30530,AT5G39610,AT2G01430,AT5G65130,AT5G41920,AT3G54340,AT5G10570,AT1G54160,AT1G73805,AT1G72210,AT5G12330,AT1G63650,AT3G18400,AT1G52150,AT1G70510,AT5G65100,AT1G34370,AT1G69560,AT1G75710,AT3G50060,AT4G29230,AT5G56270,AT5G67450,AT1G24625,AT1G68920,AT5G63470,AT5G44210,AT5G43650,AT1G64530,AT2G03340,AT5G56840,AT4G17980,AT4G39780,AT3G55370,AT5G15830,AT4G20970,AT4G36990,AT1G20640,AT1G76350,AT1G16490,AT1G71930,AT1G68320,AT1G21910,AT5G06800,AT1G61660,AT2G30590,AT5G59780,AT2G38300,AT3G13540,AT5G64810,AT5G41570,AT5G52660,AT2G25900,AT1G19220,AT5G23000,AT1G64000,AT5G13180,AT1G66550,AT3G11440,AT2G40750,AT1G12260,AT5G04760,AT5G10120,AT1G30490,AT4G40060,AT1G51950,AT3G04670,AT5G58900,AT2G47810,AT1G29860,AT5G58010,AT1G34670,AT4G23980,AT1G51220,AT5G08130,AT5G28650,AT2G20880,AT5G47220,AT5G17800,AT2G37430,AT3G10040,AT5G13330,AT1G05710,AT1G02230,AT3G15210,AT4G18880,AT1G19790,AT3G07650,AT2G34710,AT2G46680,AT2G24260,AT1G53320,AT5G66940,AT2G18060,AT1G69310,AT4G21440,AT1G18330,AT2G25180,AT3G07340,AT3G51060,AT4G36730,AT4G31550,AT4G17695,AT4G29100,AT3G44350,AT3G20310,AT3G24860,AT5G43700,AT1G78080,AT5G25830,AT4G36920,AT4G28500,AT1G75390,AT5G56620,AT4G38900,AT2G16400,AT5G47390,AT5G41315,AT1G21450,AT1G79180,AT1G68840,AT5G10030,AT1G04240,AT4G14560,AT4G17500,AT1G53910,AT5G54680,AT2G32460,AT2G41900,AT5G39660,AT2G17770,AT1G17950,AT4G34610,AT2G22300,AT4G09460,AT4G00150,AT5G17300,AT4G37180,AT1G69010,AT3G55210,AT2G25930,AT5G11590,AT2G38250,AT2G44840,AT2G23340,AT1G29950,AT2G42280,AT1G75540,AT2G41070,AT5G57150,AT5G01380,AT2G34140,AT4G38620,AT5G58620,AT3G05800,AT4G32730,AT5G11510"
"GO:MF","oxidoreductase activity","GO:0016491","8.850325437395059e-20","19.053040759464174","1456","1557","200","22791","AT1G12740,AT1G78380,AT1G64940,AT1G78490,AT5G13700,AT2G46660,AT1G59960,AT5G58400,AT3G21360,AT4G16765,AT5G06900,AT1G11680,AT1G44970,AT4G11290,AT1G71695,AT3G48280,AT2G45570,AT1G47290,AT1G07440,AT5G06060,AT1G13080,AT5G07990,AT5G25140,AT1G05260,AT5G50600,AT4G24220,AT3G03080,AT1G77330,AT3G26300,AT4G39830,AT5G17820,AT1G60420,AT4G36220,AT5G52400,AT5G05340,AT3G09220,AT2G45550,AT5G25180,AT5G66390,AT5G44400,AT1G52340,AT3G61220,AT2G36690,AT2G33380,AT5G57260,AT1G78550,AT4G10490,AT4G13770,AT5G09360,AT2G26710,AT1G02400,AT5G06730,AT5G45340,AT1G17020,AT1G61720,AT4G03070,AT1G70670,AT1G14290,AT5G10050,AT4G22756,AT1G13110,AT4G00360,AT4G39330,AT5G42250,AT2G46750,AT3G01190,AT2G37790,AT2G46950,AT5G03260,AT3G14630,AT2G26170,AT2G45560,AT5G19890,AT4G17260,AT5G22500,AT1G30870,AT3G14690,AT1G64950,AT3G48310,AT3G26330,AT5G05320,AT5G53460,AT3G27890,AT2G29990,AT4G15760,AT4G37320,AT5G07800,AT1G74110,AT5G25120,AT2G32440,AT1G12010,AT1G06620,AT4G33420,AT2G24580,AT3G14680,AT4G37330,AT1G23010,AT5G06720,AT5G58390,AT1G06570,AT5G38450,AT2G29360,AT5G20400,AT2G46740,AT5G61290,AT1G17010,AT4G30170,AT5G47910,AT1G76690,AT1G76680,AT1G12570,AT1G74790,AT2G30490,AT2G12190,AT5G01040,AT5G60020,AT3G14160,AT3G11180,AT1G52800,AT4G29740,AT5G38630,AT1G55020,AT1G79870,AT3G22360,AT3G06350,AT4G32810,AT2G40370,AT1G14540,AT3G24503,AT2G19590,AT5G48100,AT1G62600,AT5G21100,AT1G04580,AT3G43600,AT1G16350,AT3G51240,AT4G37360,AT5G44440,AT3G17070,AT1G77760,AT1G78390,AT5G54500,AT2G45510,AT1G19250,AT5G24910,AT2G37770,AT4G27030,AT2G24190,AT2G30770,AT1G34540,AT1G26570,AT4G31500,AT3G48520,AT1G12550,AT5G05390,AT3G48290,AT2G38240,AT3G22370,AT1G72680,AT1G15950,AT3G13730,AT1G75130,AT1G60730,AT3G28480,AT4G37370,AT4G37310,AT2G47140,AT2G29130,AT1G80820,AT5G15120,AT4G37520,AT5G16010,AT5G24530,AT2G46890,AT4G28720,AT1G31490,AT5G58860,AT1G53580,AT3G05260,AT1G66540,AT3G26270,AT5G14780,AT2G30890,AT4G18260,AT4G39490,AT1G30040,AT5G42650,AT1G30760,AT4G25300,AT1G49670,AT3G51840,AT5G19840,AT2G22330,AT5G65110,AT2G46760,AT3G63520,AT4G13260,AT3G45140,AT3G06860"
"GO:MF","heme binding","GO:0020037","1.0631557806995358e-19","18.973403095080332","382","1450","81","22791","AT1G12740,AT1G64940,AT1G78490,AT2G46660,AT5G58400,AT5G06900,AT1G11680,AT1G44970,AT4G11290,AT1G71695,AT3G48280,AT2G45570,AT1G13080,AT5G07990,AT5G25140,AT1G05260,AT3G26300,AT5G17820,AT4G36220,AT5G52400,AT5G05340,AT2G45550,AT5G25180,AT5G66390,AT5G57260,AT4G13770,AT2G26710,AT5G06730,AT5G45340,AT1G13110,AT4G00360,AT2G16060,AT3G01190,AT2G46950,AT3G14630,AT2G26170,AT2G45560,AT5G19890,AT1G30870,AT3G14690,AT1G64950,AT3G48310,AT3G26330,AT4G37320,AT1G74110,AT5G25120,AT2G32440,AT4G33420,AT3G14680,AT4G37330,AT5G06720,AT5G58390,AT5G38450,AT4G30170,AT2G30490,AT2G12190,AT1G14540,AT5G53560,AT4G37360,AT3G17070,AT1G77760,AT2G45510,AT5G24910,AT2G30770,AT1G34540,AT4G31500,AT3G48520,AT3G48290,AT2G47770,AT3G13730,AT1G75130,AT4G37370,AT4G37310,AT4G37520,AT5G58860,AT1G66540,AT3G26270,AT4G18260,AT4G39490,AT5G42650,AT2G40000"
"GO:MF","protein serine kinase activity","GO:0106310","6.885153764447296e-18","17.162086356306798","638","2813","163","22791","AT2G24130,AT1G21270,AT1G21250,AT4G23220,AT1G34210,AT4G28650,AT4G00960,AT1G21230,AT4G23180,AT1G51860,AT4G21400,AT1G71830,AT3G01090,AT1G68400,AT1G75820,AT4G23280,AT5G10530,AT1G61400,AT3G47570,AT2G19130,AT5G38280,AT1G21210,AT1G61440,AT5G55830,AT4G23150,AT1G21240,AT5G06740,AT1G16670,AT1G34300,AT5G20480,AT5G35370,AT5G23580,AT1G72300,AT1G11300,AT2G17700,AT4G04570,AT4G21380,AT4G08850,AT4G35230,AT2G37710,AT4G27290,AT3G20530,AT5G63370,AT2G01950,AT1G73500,AT4G23230,AT1G18350,AT4G38830,AT2G05940,AT3G53810,AT1G55610,AT4G14580,AT4G21390,AT1G26970,AT5G38260,AT2G23770,AT5G60300,AT4G23130,AT4G05200,AT1G11340,AT5G58380,AT2G01820,AT4G18700,AT3G29160,AT5G48940,AT1G09970,AT3G45860,AT1G05700,AT3G21630,AT1G17750,AT5G46330,AT1G70520,AT4G21410,AT3G10660,AT3G24550,AT4G38470,AT2G45910,AT2G19210,AT4G31250,AT5G04870,AT1G35710,AT4G35780,AT1G51170,AT4G04540,AT1G65800,AT2G02220,AT1G28440,AT1G51880,AT1G30270,AT1G08650,AT4G04510,AT5G38240,AT3G20830,AT2G23450,AT3G55550,AT4G18640,AT1G17230,AT2G26330,AT4G02410,AT1G66920,AT1G34110,AT1G66910,AT4G00970,AT1G67000,AT1G53570,AT5G16000,AT5G55560,AT4G23190,AT4G23240,AT2G17220,AT1G63430,AT4G23140,AT1G11050,AT3G49670,AT3G18040,AT3G45640,AT1G11350,AT3G51990,AT1G70460,AT3G09830,AT1G56130,AT5G21326,AT4G20140,AT1G16260,AT1G06840,AT2G30360,AT4G23200,AT4G23270,AT4G32300,AT3G55950,AT4G00330,AT1G79680,AT1G10940,AT5G61480,AT2G16250,AT1G60940,AT1G66930,AT2G33170,AT1G74740,AT1G51660,AT3G07070,AT5G02070,AT5G48740,AT3G02130,AT1G69910,AT4G04500,AT5G58940,AT5G63930,AT1G61610,AT1G73080,AT4G21230,AT3G01300,AT3G51850,AT5G47850,AT2G17290,AT5G54590,AT1G09840,AT5G10290,AT1G50030,AT2G24230,AT2G31880,AT1G07570,AT3G44200"
"GO:MF","tetrapyrrole binding","GO:0046906","3.914283608620749e-17","16.40734771081987","418","1450","81","22791","AT1G12740,AT1G64940,AT1G78490,AT2G46660,AT5G58400,AT5G06900,AT1G11680,AT1G44970,AT4G11290,AT1G71695,AT3G48280,AT2G45570,AT1G13080,AT5G07990,AT5G25140,AT1G05260,AT3G26300,AT5G17820,AT4G36220,AT5G52400,AT5G05340,AT2G45550,AT5G25180,AT5G66390,AT5G57260,AT4G13770,AT2G26710,AT5G06730,AT5G45340,AT1G13110,AT4G00360,AT2G16060,AT3G01190,AT2G46950,AT3G14630,AT2G26170,AT2G45560,AT5G19890,AT1G30870,AT3G14690,AT1G64950,AT3G48310,AT3G26330,AT4G37320,AT1G74110,AT5G25120,AT2G32440,AT4G33420,AT3G14680,AT4G37330,AT5G06720,AT5G58390,AT5G38450,AT4G30170,AT2G30490,AT2G12190,AT1G14540,AT5G53560,AT4G37360,AT3G17070,AT1G77760,AT2G45510,AT5G24910,AT2G30770,AT1G34540,AT4G31500,AT3G48520,AT3G48290,AT2G47770,AT3G13730,AT1G75130,AT4G37370,AT4G37310,AT4G37520,AT5G58860,AT1G66540,AT3G26270,AT4G18260,AT4G39490,AT5G42650,AT2G40000"
"GO:MF","transcription regulator activity","GO:0140110","4.8399049446590643e-17","16.315163167780263","1685","2772","329","22791","AT1G66350,AT4G39250,AT3G56400,AT3G24310,AT5G43540,AT5G57620,AT3G54320,AT4G22810,AT2G28710,AT1G26870,AT5G39820,AT4G35900,AT2G37650,AT4G10350,AT3G23230,AT1G68150,AT4G14465,AT1G48000,AT5G03840,AT5G08790,AT2G29060,AT2G43000,AT5G17430,AT3G50700,AT5G04340,AT1G79580,AT5G51190,AT5G56960,AT2G46400,AT3G54220,AT1G03840,AT1G27730,AT4G37850,AT5G17810,AT2G20080,AT2G37740,AT2G18550,AT4G37790,AT1G07530,AT1G51190,AT2G24430,AT3G16770,AT5G19790,AT5G52260,AT1G09030,AT1G08320,AT2G34830,AT1G69490,AT1G55580,AT1G30650,AT2G47190,AT3G04070,AT3G62420,AT3G49760,AT3G23250,AT1G09540,AT5G06839,AT3G09290,AT4G17810,AT5G12870,AT5G22570,AT4G08250,AT5G61890,AT3G49950,AT5G57390,AT3G03660,AT1G15780,AT5G15130,AT4G36160,AT4G13480,AT1G68360,AT5G59570,AT2G36890,AT4G11070,AT4G32800,AT2G28160,AT3G47710,AT2G45120,AT5G16770,AT1G50420,AT5G37800,AT3G46080,AT1G01030,AT2G47270,AT1G76500,AT1G56170,AT3G23030,AT3G57230,AT1G33060,AT3G01080,AT5G18560,AT3G13840,AT3G23240,AT5G65640,AT3G12720,AT5G47230,AT4G37780,AT1G05805,AT5G66350,AT2G38470,AT2G40740,AT3G56970,AT3G61970,AT4G33450,AT3G61950,AT1G68810,AT3G60390,AT5G13080,AT5G22890,AT1G66470,AT4G37940,AT3G09600,AT5G43410,AT2G40200,AT4G28610,AT5G13910,AT1G56010,AT1G01720,AT4G01250,AT3G60580,AT5G51990,AT2G14760,AT1G23380,AT1G19490,AT2G33710,AT2G18380,AT3G46090,AT4G02640,AT3G24520,AT4G34410,AT5G06710,AT3G12250,AT2G36270,AT2G27230,AT1G08290,AT4G25480,AT5G22380,AT5G59820,AT1G80840,AT5G29000,AT2G20180,AT4G18450,AT1G71692,AT5G61430,AT2G31230,AT1G61110,AT1G72360,AT4G25560,AT5G07700,AT3G19500,AT5G18270,AT1G62300,AT4G14550,AT3G16500,AT4G04450,AT2G04038,AT4G25470,AT5G26170,AT5G57520,AT3G56770,AT4G18170,AT1G74500,AT1G09530,AT2G33310,AT4G29080,AT5G64530,AT2G47520,AT1G13600,AT1G51700,AT4G23810,AT3G30530,AT5G39610,AT2G01430,AT5G65130,AT5G41920,AT3G54340,AT5G10570,AT1G54160,AT1G73805,AT1G72210,AT5G12330,AT1G63650,AT3G18400,AT1G52150,AT1G70510,AT5G65100,AT1G34370,AT1G69560,AT1G75710,AT3G50060,AT4G29230,AT5G56270,AT5G67450,AT1G24625,AT1G68920,AT5G63470,AT5G44210,AT5G43650,AT1G64530,AT2G03340,AT5G56840,AT4G17980,AT4G39780,AT3G55370,AT5G15830,AT4G20970,AT4G36990,AT1G20640,AT1G76350,AT1G16490,AT1G71930,AT1G68320,AT1G21910,AT5G06800,AT1G61660,AT2G30590,AT5G59780,AT2G38300,AT3G13540,AT5G64810,AT5G41570,AT5G52660,AT2G25900,AT1G19220,AT5G23000,AT1G64000,AT5G13180,AT1G66550,AT3G11440,AT2G40750,AT1G12260,AT5G04760,AT5G10120,AT1G30490,AT4G40060,AT1G51950,AT3G04670,AT5G58900,AT2G47810,AT1G29860,AT5G58010,AT1G34670,AT4G23980,AT1G51220,AT5G08130,AT5G28650,AT2G20880,AT5G47220,AT5G17800,AT2G37430,AT3G10040,AT5G13330,AT1G05710,AT1G02230,AT3G15210,AT4G18880,AT1G19790,AT3G07650,AT2G34710,AT2G46680,AT2G24260,AT1G53320,AT1G25540,AT5G66940,AT2G18060,AT1G69310,AT4G21440,AT1G18330,AT2G25180,AT3G07340,AT3G51060,AT4G36730,AT4G31550,AT4G17695,AT4G29100,AT3G44350,AT3G20310,AT3G24860,AT5G43700,AT1G78080,AT1G70030,AT5G25830,AT4G36920,AT4G28500,AT1G75390,AT5G56620,AT4G38900,AT2G16400,AT5G47390,AT5G41315,AT1G21450,AT1G79180,AT1G68840,AT5G10030,AT1G04240,AT4G14560,AT4G17500,AT1G53910,AT5G54680,AT2G32460,AT2G41900,AT5G39660,AT2G17770,AT1G17950,AT4G34610,AT2G22300,AT4G09460,AT4G00150,AT5G17300,AT4G37180,AT1G69010,AT3G55210,AT2G25930,AT5G11590,AT2G38250,AT2G44840,AT2G23340,AT1G29950,AT2G42280,AT1G75540,AT2G41070,AT5G57150,AT5G01380,AT2G34140,AT4G38620,AT5G58620,AT3G05800,AT4G32730,AT5G11510"
"GO:MF","sequence-specific DNA binding","GO:0043565","3.5597071586774997e-16","15.448585728038791","1033","2795","225","22791","AT2G42430,AT3G56400,AT3G24310,AT5G57620,AT5G26660,AT2G22900,AT1G68150,AT1G48000,AT5G08790,AT5G04340,AT5G51190,AT2G46400,AT3G54220,AT1G03840,AT1G27730,AT4G37850,AT4G37790,AT3G61050,AT1G07530,AT3G16770,AT5G19790,AT5G52260,AT1G09030,AT1G08320,AT2G40470,AT2G34830,AT1G69490,AT1G30650,AT2G47190,AT3G04070,AT3G62420,AT3G49760,AT1G09540,AT5G06839,AT4G17810,AT5G12870,AT5G22570,AT5G61890,AT5G57390,AT5G15130,AT4G36160,AT4G13480,AT1G68360,AT4G11070,AT4G32800,AT5G16770,AT2G47270,AT1G56170,AT3G23030,AT3G57230,AT3G01080,AT5G18560,AT3G23240,AT5G47230,AT1G05805,AT5G66350,AT2G38470,AT2G40740,AT3G60390,AT5G13080,AT4G18650,AT4G37940,AT3G09600,AT5G43410,AT5G13910,AT1G01720,AT4G01250,AT3G60580,AT5G51990,AT2G14760,AT1G23380,AT1G19490,AT3G14880,AT2G18380,AT4G02640,AT3G24520,AT4G34410,AT5G06710,AT3G12250,AT2G36270,AT4G25480,AT5G59820,AT1G80840,AT3G12977,AT4G18690,AT4G18450,AT1G71692,AT2G31230,AT1G61110,AT1G72360,AT5G07700,AT5G18270,AT1G62300,AT4G14550,AT5G63090,AT4G04450,AT4G25470,AT5G26170,AT4G18170,AT1G74500,AT1G09530,AT4G29080,AT2G47520,AT1G51700,AT4G23810,AT5G39610,AT2G01430,AT5G41920,AT4G29130,AT3G54340,AT1G54160,AT1G73805,AT3G18400,AT1G52150,AT1G34370,AT1G75710,AT3G50060,AT3G18990,AT4G29230,AT5G56270,AT5G67450,AT4G12080,AT1G24625,AT1G68920,AT5G44210,AT5G43650,AT1G64530,AT2G03340,AT4G17980,AT4G39780,AT3G55370,AT4G36990,AT1G76350,AT1G16490,AT1G71930,AT1G68320,AT1G21910,AT1G61660,AT2G30590,AT5G59780,AT5G64810,AT5G41570,AT1G19220,AT1G64000,AT4G00260,AT1G66550,AT3G11440,AT2G40750,AT1G12260,AT1G30490,AT4G40060,AT3G04670,AT5G58900,AT2G47810,AT1G29860,AT5G58010,AT1G34670,AT4G23980,AT5G08130,AT5G28650,AT2G20880,AT5G47220,AT5G17800,AT2G37430,AT3G10040,AT5G13330,AT4G00830,AT3G15210,AT4G18880,AT3G07650,AT2G46680,AT2G24260,AT1G53320,AT4G00250,AT5G66940,AT2G18060,AT1G69310,AT3G07340,AT4G36730,AT4G31550,AT4G17695,AT5G67420,AT3G20310,AT5G43700,AT1G78080,AT5G25830,AT4G36920,AT4G28500,AT1G75390,AT5G56620,AT4G38900,AT2G16400,AT3G53680,AT5G47390,AT1G21450,AT1G79180,AT1G68840,AT5G10030,AT1G04240,AT4G14560,AT4G17500,AT1G53910,AT5G54680,AT5G39660,AT1G17950,AT4G34610,AT2G22300,AT4G09460,AT4G37180,AT1G69010,AT5G11590,AT2G44840,AT2G23340,AT2G42280,AT1G75540,AT2G41070,AT1G30810,AT5G01380,AT2G34140,AT4G38620,AT3G05800,AT4G32730,AT5G11510,AT1G50030,AT1G14920"
