"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:BP","DNA replication","GO:0006260","8.108741451550573e-13","12.09104654690619","162","2638","59","21899","AT4G37630,AT3G48160,AT5G02220,AT5G52950,AT5G46280,AT2G05642,AT4G24790,AT2G42260,AT5G24330,AT1G67630,AT3G12280,AT2G06510,AT1G15570,AT5G08020,AT2G24490,AT1G09815,AT5G52910,AT5G44635,AT3G54180,AT3G02820,AT5G20850,AT1G07270,AT4G18820,AT3G25100,AT2G02480,AT2G07690,AT4G02060,AT2G16440,AT1G44900,AT2G31270,AT1G65470,AT3G57860,AT5G22110,AT1G67320,AT3G20780,AT1G26840,AT2G40550,AT5G41880,AT5G52800,AT5G45400,AT4G14700,AT4G29910,AT1G08840,AT3G54710,AT5G67100,AT1G10930,AT3G59420,AT3G18730,AT5G49010,AT4G18590,AT1G08260,AT2G29570,AT5G03415,AT2G21790,AT5G16690,AT5G26680,AT2G42120,AT3G48750,AT1G78650"
"GO:BP","stomatal complex development","GO:0010374","8.46400519733033e-13","12.072424078629874","65","386","17","21899","AT2G26330,AT5G53210,AT3G06120,AT5G10310,AT1G34245,AT4G12970,AT4G37810,AT2G30370,AT1G04110,AT3G26744,AT1G80080,AT1G32640,AT5G62230,AT3G13898,AT5G65420,AT5G55390,AT3G22780"
"GO:BP","cellular developmental process","GO:0048869","1.8864292475342623e-12","11.724359478817968","770","1769","128","21899","AT3G01140,AT1G49490,AT2G45190,AT4G37750,AT1G02065,AT2G41940,AT4G08150,AT5G53210,AT3G11600,AT3G06120,AT5G10310,AT1G73360,AT5G46880,AT1G34245,AT5G60910,AT5G42630,AT4G12970,AT4G36920,AT1G69180,AT4G09820,AT5G57620,AT5G23940,AT4G37810,AT2G28610,AT4G00730,AT2G30370,AT1G26310,AT4G00180,AT3G26744,AT1G80080,AT2G33860,AT3G57670,AT5G18000,AT4G14750,AT4G20140,AT3G13898,AT5G61850,AT4G20260,AT5G65420,AT5G55390,AT3G28455,AT2G22860,AT3G22780,AT3G14310,AT4G26690,AT2G03720,AT3G07880,AT2G44830,AT1G69120,AT2G20300,AT4G20270,AT5G57800,AT5G65700,AT5G09810,AT5G23420,AT1G56580,AT1G12040,AT4G14723,AT4G24580,AT1G06520,AT1G31650,AT4G05530,AT1G05470,AT1G19835,AT5G22220,AT1G31880,AT1G06660,AT5G43900,AT5G07280,AT4G04890,AT2G42260,AT4G14770,AT4G34160,AT2G46225,AT1G74800,AT5G10480,AT3G15380,AT5G65930,AT3G12280,AT1G15570,AT3G44735,AT4G39410,AT1G64980,AT5G03280,AT5G25830,AT5G10440,AT3G54180,AT5G64630,AT1G32240,AT2G02480,AT5G13290,AT2G13680,AT1G70940,AT5G16910,AT1G09240,AT4G15890,AT2G41970,AT4G35350,AT1G15110,AT1G48410,AT1G65470,AT2G41210,AT5G41920,AT3G20780,AT5G12235,AT2G17180,AT3G09070,AT4G33050,AT2G47000,AT3G22190,AT5G64390,AT2G38120,AT2G32700,AT1G66810,AT4G39400,AT5G03470,AT4G38430,AT4G32551,AT5G57880,AT5G14010,AT1G64690,AT3G61150,AT5G60690,AT5G19530,AT4G18640,AT3G54220,AT5G16560,AT3G23090"
"GO:BP","post-embryonic plant morphogenesis","GO:0090698","2.784132244150549e-12","11.555310139916067","204","317","24","21899","AT2G45190,AT1G17840,AT2G26330,AT5G53210,AT1G49430,AT4G37070,AT3G06120,AT5G10310,AT1G13290,AT1G34245,AT4G12970,AT4G36920,AT2G41370,AT4G37810,AT2G30370,AT1G04110,AT3G26744,AT1G80080,AT1G69780,AT5G62230,AT3G15510,AT1G72490,AT3G13898,AT1G07090"
"GO:BP","shoot system development","GO:0048367","2.986521163813973e-12","11.524834403302625","1010","335","53","21899","AT2G45190,AT1G17840,AT4G37750,AT1G02065,AT2G26330,AT5G13170,AT5G53210,AT2G44300,AT3G06120,AT5G10310,AT5G46880,AT1G13290,AT1G34245,AT5G60910,AT2G02850,AT5G42630,AT4G32980,AT4G12970,AT4G36920,AT2G41370,AT3G61250,AT5G57520,AT1G69180,AT4G37810,AT2G28610,AT3G13960,AT2G38110,AT1G27370,AT2G30370,AT3G57510,AT1G26310,AT1G71450,AT1G04110,AT4G00180,AT5G39660,AT1G80080,AT2G33860,AT5G45980,AT1G31040,AT1G69780,AT5G62230,AT3G15510,AT5G59510,AT3G57670,AT3G52770,AT2G42200,AT2G37630,AT3G13898,AT1G15690,AT3G55515,AT5G61850,AT3G52600,AT5G55390"
"GO:BP","multicellular organismal process","GO:0032501","3.8170330215781316e-12","11.418274082904679","2977","2249","431","21899","AT3G01140,AT5G33370,AT1G49490,AT2G45190,AT1G17840,AT4G37750,AT5G16230,AT1G02065,AT2G26330,AT5G13170,AT4G08150,AT5G53210,AT3G11600,AT3G43720,AT1G49430,AT2G28550,AT4G37070,AT2G44300,AT3G06120,AT5G10310,AT5G46880,AT1G13290,AT1G34245,AT5G60910,AT2G02850,AT2G34830,AT5G42630,AT4G32980,AT4G12970,AT1G72970,AT4G36920,AT2G41370,AT3G61250,AT5G57520,AT2G01990,AT1G69180,AT4G09820,AT4G24660,AT5G57620,AT1G67730,AT4G37810,AT4G39010,AT2G28610,AT3G13960,AT2G38110,AT3G02610,AT1G27370,AT4G00730,AT2G30370,AT1G53830,AT3G57510,AT1G26310,AT1G71450,AT1G04110,AT4G00180,AT1G09540,AT3G26744,AT1G18100,AT5G39660,AT1G10470,AT1G80080,AT1G32640,AT2G46370,AT2G33860,AT1G46480,AT5G45980,AT1G31040,AT1G69780,AT5G62230,AT3G15510,AT5G59510,AT3G57670,AT4G25140,AT1G72490,AT3G52770,AT5G23280,AT5G18000,AT1G47290,AT2G42200,AT4G37740,AT2G37630,AT4G20140,AT3G13898,AT1G15690,AT3G55515,AT2G26490,AT5G61850,AT5G65420,AT3G52600,AT5G55390,AT3G51840,AT3G28455,AT3G28910,AT4G27880,AT3G56370,AT2G36400,AT3G63210,AT5G05850,AT1G14720,AT3G22780,AT5G41380,AT1G54570,AT3G14310,AT5G48170,AT4G07960,AT3G18550,AT1G29430,AT4G26690,AT5G54650,AT2G03720,AT3G07880,AT5G44120,AT2G14210,AT3G58040,AT3G61790,AT1G69120,AT1G68130,AT2G26580,AT3G23840,AT2G32010,AT2G20300,AT4G20270,AT5G04870,AT3G55370,AT4G34220,AT5G06720,AT3G44730,AT5G10150,AT5G16530,AT5G28640,AT5G57800,AT5G65700,AT5G09810,AT5G56270,AT5G23420,AT5G53550,AT5G55730,AT1G02800,AT5G16500,AT4G09960,AT4G35210,AT5G23670,AT2G43040,AT1G75220,AT1G19850,AT1G12040,AT4G36620,AT3G28860,AT5G15100,AT3G47620,AT5G67360,AT4G14723,AT4G24580,AT1G06520,AT3G15030,AT3G51290,AT2G21050,AT2G30820,AT2G28150,AT5G45800,AT1G02730,AT1G31650,AT4G36930,AT1G04500,AT4G34850,AT3G54770,AT3G11260,AT4G05530,AT5G06850,AT3G01015,AT3G50330,AT2G48140,AT4G29920,AT2G15790,AT5G59790,AT5G37930,AT2G44190,AT1G05470,AT3G61460,AT5G13710,AT4G35900,AT2G07050,AT1G13245,AT1G69770,AT1G31880,AT5G12080,AT1G06660,AT5G43900,AT4G38900,AT3G59550,AT3G51770,AT4G35160,AT5G07280,AT3G57870,AT4G26760,AT1G04030,AT4G04890,AT2G42260,AT5G13750,AT4G14770,AT4G34160,AT5G24330,AT1G05830,AT1G74800,AT2G27230,AT5G48300,AT1G70560,AT3G15380,AT5G65930,AT1G19220,AT3G12280,AT2G06510,AT5G19700,AT5G37870,AT1G15570,AT3G01570,AT1G64980,AT5G03280,AT1G34670,AT5G50670,AT4G13395,AT1G20160,AT2G28890,AT3G12145,AT1G14290,AT2G48130,AT2G23950,AT3G28917,AT5G10440,AT5G48600,AT3G54180,AT5G64630,AT1G18370,AT3G63300,AT2G26700,AT3G46550,AT1G33265,AT3G55090,AT3G25100,AT1G32240,AT3G09670,AT5G46960,AT3G54650,AT5G13290,AT5G55820,AT1G69440,AT5G37020,AT4G18390,AT3G15270,AT1G60170,AT4G02060,AT2G13680,AT1G10370,AT1G17250,AT1G70940,AT5G22740,AT5G16910,AT2G21540,AT2G16440,AT4G08850,AT1G77740,AT1G44900,AT1G22610,AT2G31270,AT1G60220,AT1G09240,AT2G34140,AT4G15890,AT5G37910,AT5G15740,AT1G67580,AT2G30130,AT2G41970,AT1G53160,AT3G19580,AT3G03773,AT5G65410,AT5G62940,AT1G15110,AT1G09530,AT1G48410,AT1G65470,AT5G53400,AT2G41210,AT3G57860,AT5G22110,AT5G41920,AT1G12110,AT1G68640,AT2G18650,AT1G05010,AT3G20780,AT1G26840,AT1G34355,AT2G46660,AT5G02500,AT1G14440,AT4G31590,AT5G12235,AT3G20860,AT2G17180,AT3G09070,AT4G33050,AT2G47000,AT3G22190,AT5G64390,AT1G76240,AT2G38120,AT5G08120,AT2G32700,AT4G15090,AT4G39400,AT1G50240,AT5G03470,AT5G11300,AT4G38430,AT4G32551,AT1G21410,AT1G53230,AT5G57880,AT5G14010,AT3G18990,AT1G63990,AT2G46700,AT3G61150,AT5G09530,AT5G60690,AT4G18640,AT3G52150,AT3G54220,AT1G13710,AT3G07360,AT1G65620,AT5G16560,AT3G20070,AT1G10180,AT3G62270,AT4G22970,AT3G52115,AT4G27950,AT4G11150,AT5G05280,AT5G02030,AT4G30200,AT2G42380,AT5G16460,AT2G44990,AT4G18550,AT2G42580,AT2G27990,AT2G34630,AT2G33670,AT3G22760,AT1G78420,AT4G00020,AT1G80370,AT4G37650,AT1G16060,AT3G22960,AT2G39705,AT5G43810,AT3G14020,AT1G08840,AT1G05960,AT1G61000,AT1G01950,AT3G54710,AT3G11580,AT2G01820,AT5G67100,AT2G22840,AT1G75080,AT4G16340,AT5G61350,AT2G46400,AT5G11460,AT5G48720,AT2G45280,AT3G63530,AT4G24560,AT3G59420,AT3G56960,AT1G30330,AT3G53700,AT5G42080,AT5G22650,AT4G23410,AT2G41830,AT5G21080,AT4G29130,AT4G31400,AT5G01240,AT5G51230,AT5G16020,AT5G52050,AT2G36910,AT4G11720,AT2G01210,AT1G59610,AT4G31820,AT1G31690,AT5G04560,AT1G35670,AT5G16750,AT4G03110,AT5G49160,AT4G17460,AT1G59640,AT1G79500,AT1G06490,AT2G29940,AT5G62800,AT5G61480,AT5G24530,AT1G10940,AT1G71830,AT3G02230,AT2G35510,AT4G24400,AT3G23670,AT5G18700,AT3G49670,AT4G34530,AT2G26170,AT4G20050,AT2G21770,AT1G60800,AT1G28240,AT2G27460,AT2G23380,AT5G26850"
"GO:BP","nuclear division","GO:0000280","4.632574204048515e-12","11.334177615473564","124","2735","50","21899","AT2G01990,AT5G51330,AT1G03780,AT2G30820,AT5G51600,AT3G44960,AT3G25980,AT4G30870,AT1G06660,AT2G33793,AT1G04030,AT2G42260,AT2G33560,AT3G12280,AT2G06510,AT2G36200,AT5G48600,AT3G54650,AT2G32590,AT4G15890,AT1G04650,AT3G57060,AT3G57860,AT1G64960,AT5G05510,AT5G63920,AT1G50240,AT1G20720,AT5G57880,AT1G63990,AT4G22970,AT5G37630,AT1G67370,AT4G24710,AT1G61000,AT5G48720,AT2G45280,AT5G42080,AT1G22275,AT4G31400,AT4G35520,AT1G13330,AT3G23670,AT3G07160,AT3G54630,AT3G27120,AT4G34660,AT5G19390,AT3G48750,AT5G63135"
"GO:BP","stomatal complex morphogenesis","GO:0010103","9.474922560401186e-12","11.023424330882621","33","302","12","21899","AT2G26330,AT5G53210,AT3G06120,AT5G10310,AT1G34245,AT4G12970,AT4G37810,AT2G30370,AT1G04110,AT1G80080,AT5G62230,AT3G13898"
"GO:BP","system development","GO:0048731","1.0592863933774283e-11","10.974986606230459","2108","440","96","21899","AT2G45190,AT1G17840,AT4G37750,AT5G16230,AT1G02065,AT2G26330,AT5G13170,AT5G53210,AT3G11600,AT1G49430,AT2G28550,AT4G37070,AT2G44300,AT3G06120,AT5G10310,AT5G46880,AT1G13290,AT1G34245,AT5G60910,AT2G02850,AT2G34830,AT5G42630,AT4G32980,AT4G12970,AT4G36920,AT2G41370,AT3G61250,AT5G57520,AT1G69180,AT4G09820,AT4G24660,AT5G57620,AT1G67730,AT4G37810,AT4G39010,AT2G28610,AT3G13960,AT2G38110,AT3G02610,AT1G27370,AT4G00730,AT2G30370,AT3G57510,AT1G26310,AT1G71450,AT1G04110,AT4G00180,AT1G09540,AT3G26744,AT5G39660,AT1G10470,AT1G80080,AT2G33860,AT1G46480,AT5G45980,AT1G31040,AT1G69780,AT5G62230,AT3G15510,AT5G59510,AT3G57670,AT4G25140,AT1G72490,AT3G52770,AT5G23280,AT1G47290,AT2G42200,AT4G37740,AT2G37630,AT4G20140,AT3G13898,AT1G15690,AT3G55515,AT5G61850,AT3G52600,AT5G55390,AT3G51840,AT3G28455,AT3G56370,AT2G36400,AT3G63210,AT1G14720,AT3G22780,AT5G41380,AT1G54570,AT3G14310,AT5G48170,AT4G07960,AT3G18550,AT1G29430,AT4G26690,AT5G54650,AT2G03720,AT3G07880,AT5G44120,AT2G14210"
"GO:BP","DNA metabolic process","GO:0006259","3.5885568516467566e-11","10.445080169074721","610","2638","139","21899","AT5G44680,AT1G15910,AT5G55390,AT3G12610,AT5G51330,AT3G14980,AT4G37630,AT3G48160,AT5G43530,AT2G40030,AT5G02220,AT5G52950,AT5G46280,AT2G05642,AT1G69770,AT4G30870,AT2G33793,AT4G24790,AT4G21070,AT2G42260,AT3G23890,AT5G24330,AT1G67630,AT3G54560,AT3G12280,AT2G06510,AT1G15570,AT5G08020,AT2G24490,AT1G09815,AT5G16270,AT5G52910,AT1G07130,AT5G44635,AT3G54180,AT5G64630,AT3G02820,AT5G20850,AT1G07270,AT4G18820,AT3G25100,AT2G02480,AT1G29630,AT3G47830,AT2G07690,AT4G02060,AT2G16440,AT1G44900,AT2G31270,AT5G14620,AT1G04650,AT1G65470,AT3G57860,AT5G22110,AT1G67320,AT3G20780,AT1G26840,AT2G27040,AT5G63920,AT5G18070,AT1G20720,AT3G46940,AT5G57880,AT1G63990,AT1G19100,AT3G23910,AT3G24255,AT3G15620,AT1G18090,AT2G40550,AT5G41880,AT5G52800,AT5G45400,AT3G52115,AT1G04020,AT2G36490,AT2G14050,AT1G67370,AT4G18470,AT4G14700,AT2G05210,AT4G24710,AT4G00020,AT3G24495,AT5G40840,AT4G29910,AT1G08840,AT3G48670,AT5G39770,AT3G54710,AT5G67100,AT5G48720,AT2G45280,AT1G10930,AT3G59420,AT1G22275,AT4G17760,AT2G21800,AT2G22140,AT4G31400,AT1G27880,AT3G18730,AT5G05130,AT4G24970,AT5G04560,AT5G49160,AT4G35520,AT1G13330,AT5G49010,AT5G57970,AT4G18590,AT4G12740,AT3G20490,AT5G46740,AT1G08260,AT4G14180,AT5G01840,AT1G09320,AT2G29570,AT4G25120,AT2G41460,AT5G65740,AT5G03415,AT2G21790,AT5G16690,AT5G26680,AT1G48580,AT5G07400,AT5G11470,AT3G27120,AT4G31270,AT3G49250,AT2G31320,AT1G79650,AT2G42120,AT3G23780,AT4G35740,AT3G48750,AT1G78650"
"GO:BP","plant epidermis morphogenesis","GO:0090626","3.857063165613065e-11","10.413743248805057","101","302","17","21899","AT3G01140,AT2G41940,AT2G26330,AT5G53210,AT3G06120,AT5G10310,AT1G73360,AT1G34245,AT4G12970,AT5G23940,AT4G37810,AT2G30370,AT1G04110,AT1G80080,AT5G62230,AT4G14750,AT3G13898"
"GO:BP","external encapsulating structure organization","GO:0045229","4.824200238578324e-11","10.3165746741878","578","2489","128","21899","AT2G21140,AT1G49490,AT2G26330,AT2G38540,AT5G53370,AT1G70710,AT1G64760,AT1G73360,AT5G47500,AT4G28250,AT4G03210,AT2G43050,AT2G36870,AT2G26440,AT4G39010,AT4G00730,AT4G02290,AT1G53830,AT3G57510,AT5G48930,AT5G57560,AT5G19730,AT4G33220,AT4G20140,AT1G15690,AT2G39700,AT1G65680,AT1G14720,AT4G24140,AT5G56590,AT3G14310,AT3G02210,AT1G70370,AT1G26770,AT4G07960,AT5G57550,AT4G26690,AT1G75500,AT3G23840,AT4G34480,AT4G19410,AT5G13870,AT2G03220,AT4G02320,AT5G02010,AT1G02800,AT5G55480,AT1G69530,AT2G37090,AT5G08380,AT1G12040,AT3G58790,AT3G55500,AT3G05620,AT1G02730,AT5G01360,AT4G34850,AT5G13000,AT3G54920,AT3G21190,AT2G46930,AT2G32990,AT4G39950,AT5G03280,AT5G25830,AT3G55090,AT1G67330,AT5G57220,AT2G13680,AT5G22740,AT5G16910,AT5G15490,AT1G28490,AT1G32860,AT5G15740,AT1G80170,AT2G27500,AT3G44990,AT2G06850,AT2G41210,AT3G24480,AT2G33570,AT5G41040,AT5G60930,AT4G31590,AT2G01480,AT2G32700,AT4G39400,AT5G23870,AT2G38650,AT5G03760,AT4G19420,AT4G34980,AT2G45110,AT3G25140,AT1G31420,AT3G05910,AT1G68560,AT1G11545,AT3G56960,AT5G58480,AT3G61130,AT3G03220,AT5G67230,AT1G79500,AT1G75680,AT1G06490,AT3G59100,AT2G29940,AT3G02230,AT4G20050,AT2G21770,AT5G09870,AT5G15630,AT1G28240,AT2G27460,AT5G46330,AT1G33430,AT1G77850,AT1G32170,AT4G18780,AT5G05170,AT1G30620,AT5G64740,AT5G47820,AT3G07160,AT5G61840,AT3G49720"
"GO:BP","cell wall organization","GO:0071555","5.016929282288385e-11","10.299562020664172","535","2489","121","21899","AT2G21140,AT1G49490,AT2G26330,AT2G38540,AT5G53370,AT1G70710,AT1G64760,AT1G73360,AT5G47500,AT4G28250,AT4G03210,AT2G43050,AT2G36870,AT2G26440,AT4G39010,AT4G00730,AT4G02290,AT1G53830,AT3G57510,AT5G48930,AT5G57560,AT5G19730,AT4G33220,AT4G20140,AT1G15690,AT2G39700,AT1G65680,AT1G14720,AT4G24140,AT5G56590,AT3G14310,AT3G02210,AT1G70370,AT1G26770,AT4G07960,AT5G57550,AT4G26690,AT1G75500,AT3G23840,AT4G34480,AT4G19410,AT5G13870,AT2G03220,AT4G02320,AT5G02010,AT1G02800,AT5G55480,AT1G69530,AT2G37090,AT5G08380,AT1G12040,AT3G58790,AT3G55500,AT3G05620,AT1G02730,AT5G01360,AT5G13000,AT3G54920,AT3G21190,AT2G46930,AT2G32990,AT4G39950,AT5G03280,AT5G25830,AT1G67330,AT5G57220,AT2G13680,AT5G22740,AT5G16910,AT5G15490,AT1G28490,AT1G32860,AT5G15740,AT1G80170,AT2G27500,AT3G44990,AT2G06850,AT2G41210,AT3G24480,AT2G33570,AT5G41040,AT5G60930,AT4G31590,AT2G01480,AT2G32700,AT5G23870,AT2G38650,AT5G03760,AT4G19420,AT4G34980,AT2G45110,AT3G25140,AT1G31420,AT3G05910,AT1G68560,AT1G11545,AT3G56960,AT5G58480,AT3G61130,AT3G03220,AT5G67230,AT1G79500,AT1G75680,AT1G06490,AT3G59100,AT3G02230,AT4G20050,AT2G21770,AT5G09870,AT5G15630,AT1G28240,AT5G46330,AT1G77850,AT1G32170,AT4G18780,AT5G05170,AT5G64740,AT5G47820,AT3G07160,AT5G61840,AT3G49720"
"GO:BP","plant epidermis development","GO:0090558","8.102102721861914e-11","10.091402254949642","286","1208","51","21899","AT3G01140,AT2G41940,AT2G26330,AT5G53210,AT3G11600,AT3G06120,AT5G10310,AT1G73360,AT1G34245,AT4G12970,AT4G09820,AT5G23940,AT4G37810,AT4G00730,AT2G30370,AT1G04110,AT3G26744,AT1G80080,AT1G32640,AT5G62230,AT4G14750,AT3G13898,AT5G65420,AT5G55390,AT3G22780,AT3G14310,AT4G26690,AT2G03720,AT3G07880,AT2G20300,AT5G09810,AT1G56580,AT1G12040,AT4G14723,AT4G05530,AT1G19835,AT5G22220,AT5G43900,AT2G42260,AT4G14770,AT4G34160,AT2G46225,AT1G74800,AT5G65930,AT3G12280,AT1G15570,AT5G03280,AT1G20160,AT5G10440,AT3G54180,AT5G64630"
"GO:BP","plant-type cell wall organization or biogenesis","GO:0071669","1.0105193648738996e-10","9.995455359558578","273","2634","78","21899","AT2G21140,AT2G26330,AT2G44745,AT3G13890,AT1G64760,AT1G73360,AT4G03210,AT4G39010,AT4G00730,AT3G57510,AT5G57560,AT5G03170,AT1G32640,AT4G20140,AT1G15690,AT2G39700,AT1G65680,AT3G02210,AT1G70370,AT1G26770,AT5G57550,AT1G75500,AT5G02010,AT1G69530,AT2G37090,AT3G55500,AT5G12870,AT5G01360,AT1G66230,AT2G36570,AT2G40320,AT3G21190,AT1G06920,AT5G46960,AT1G67330,AT3G19820,AT5G15490,AT1G28490,AT5G15740,AT2G06850,AT2G41210,AT5G41040,AT2G32700,AT1G66810,AT4G34980,AT4G11150,AT3G25140,AT1G31420,AT2G28315,AT1G63910,AT5G67210,AT4G28500,AT5G16600,AT3G56960,AT5G42080,AT3G61130,AT3G03220,AT1G79500,AT3G02230,AT5G09870,AT5G15630,AT1G28240,AT3G16630,AT2G34410,AT2G46770,AT4G18780,AT5G05170,AT1G30620,AT5G64740,AT3G59690,AT5G47820,AT5G61840,AT3G49720,AT1G77460,AT4G34660,AT5G19390,AT3G26370,AT2G01930"
"GO:BP","chromosome organization","GO:0051276","1.011290728126103e-10","9.995123974507738","170","2058","50","21899","AT5G51330,AT1G03780,AT3G44960,AT5G46280,AT3G25980,AT4G30870,AT3G59550,AT3G23890,AT2G33560,AT3G12280,AT2G06510,AT2G36200,AT5G62410,AT5G16270,AT1G07130,AT5G48600,AT5G44635,AT5G66750,AT2G07690,AT4G02060,AT2G16440,AT1G44900,AT2G31270,AT2G32590,AT4G15890,AT3G57060,AT1G64960,AT3G20780,AT5G05510,AT1G79890,AT5G63920,AT5G03470,AT1G20720,AT5G57880,AT1G63990,AT2G40550,AT4G22970,AT5G37630,AT2G14050,AT1G67370,AT2G05210,AT4G24710,AT5G40840,AT1G08840,AT1G61000,AT3G54710,AT1G04730,AT1G10930,AT1G22275,AT4G31400"
"GO:BP","cell differentiation","GO:0030154","1.6562547184154293e-10","9.780872871479048","729","1769","118","21899","AT3G01140,AT1G49490,AT2G45190,AT4G37750,AT1G02065,AT2G41940,AT4G08150,AT5G53210,AT3G11600,AT3G06120,AT5G10310,AT1G73360,AT5G46880,AT1G34245,AT5G60910,AT5G42630,AT4G12970,AT4G36920,AT1G69180,AT4G09820,AT5G57620,AT5G23940,AT4G37810,AT2G28610,AT4G00730,AT2G30370,AT1G26310,AT4G00180,AT1G80080,AT2G33860,AT3G57670,AT5G18000,AT4G14750,AT4G20140,AT3G13898,AT5G61850,AT4G20260,AT5G55390,AT3G28455,AT2G22860,AT3G14310,AT4G26690,AT2G03720,AT3G07880,AT2G44830,AT1G69120,AT2G20300,AT4G20270,AT5G57800,AT5G65700,AT5G09810,AT5G23420,AT1G56580,AT1G12040,AT4G14723,AT4G24580,AT1G06520,AT1G31650,AT4G05530,AT1G05470,AT1G19835,AT5G22220,AT1G31880,AT5G43900,AT5G07280,AT4G04890,AT2G42260,AT4G34160,AT2G46225,AT1G74800,AT5G10480,AT3G15380,AT5G65930,AT3G12280,AT1G15570,AT3G44735,AT4G39410,AT1G64980,AT5G03280,AT5G25830,AT3G54180,AT5G64630,AT1G32240,AT2G02480,AT5G13290,AT2G13680,AT1G70940,AT5G16910,AT1G09240,AT2G41970,AT4G35350,AT1G48410,AT1G65470,AT2G41210,AT5G41920,AT3G20780,AT5G12235,AT2G17180,AT3G09070,AT4G33050,AT2G47000,AT3G22190,AT5G64390,AT2G38120,AT2G32700,AT1G66810,AT4G39400,AT4G38430,AT4G32551,AT5G14010,AT1G64690,AT3G61150,AT5G60690,AT5G19530,AT4G18640,AT3G54220,AT5G16560,AT3G23090"
"GO:BP","post-embryonic development","GO:0009791","2.7971581756416613e-10","9.553282974148313","1667","218","51","21899","AT2G45190,AT1G17840,AT4G37750,AT5G16230,AT1G02065,AT2G26330,AT5G13170,AT5G53210,AT1G49430,AT2G28550,AT4G37070,AT3G06120,AT5G10310,AT5G46880,AT1G13290,AT1G34245,AT5G60910,AT2G02850,AT2G34830,AT5G42630,AT4G32980,AT4G12970,AT4G36920,AT2G41370,AT3G61250,AT5G57520,AT1G69180,AT4G09820,AT4G24660,AT1G67730,AT4G37810,AT4G39010,AT2G28610,AT2G38110,AT3G02610,AT2G30370,AT3G57510,AT1G26310,AT1G71450,AT1G04110,AT1G09540,AT3G26744,AT1G18100,AT5G39660,AT1G10470,AT1G80080,AT1G32640,AT2G46370,AT2G33860,AT1G46480,AT5G45980"
"GO:BP","lipid metabolic process","GO:0006629","2.8747768933013877e-10","9.541395854545787","1083","150","33","21899","AT1G75900,AT5G33370,AT3G04290,AT1G71691,AT5G45670,AT1G68530,AT1G33811,AT3G48460,AT1G02205,AT4G34510,AT2G42990,AT5G16230,AT5G22500,AT5G04660,AT1G15360,AT3G16370,AT5G64440,AT1G49430,AT4G37070,AT2G26640,AT5G03810,AT4G32980,AT1G72970,AT2G28630,AT1G04220,AT1G29670,AT3G14820,AT1G67730,AT1G11600,AT2G38110,AT3G02610,AT1G75880,AT2G23540"
"GO:BP","pattern specification process","GO:0007389","4.080101185438355e-10","9.38932906638742","205","2058","55","21899","AT3G01140,AT2G45190,AT1G17840,AT2G26330,AT4G08150,AT1G13290,AT4G12970,AT4G36920,AT2G41370,AT1G69180,AT2G28610,AT4G00180,AT1G80080,AT3G52770,AT2G37630,AT4G20140,AT2G26580,AT2G32010,AT5G10150,AT5G28640,AT5G56270,AT1G02800,AT1G19850,AT2G21050,AT2G28150,AT5G59790,AT1G05470,AT4G14770,AT1G70560,AT3G15380,AT5G65930,AT3G54180,AT3G63300,AT1G32240,AT5G62940,AT1G48410,AT5G53400,AT3G20780,AT3G09070,AT5G64390,AT5G08120,AT2G32700,AT4G32551,AT5G60690,AT3G54220,AT1G65620,AT5G16560,AT5G02030,AT2G42580,AT2G27990,AT3G22760,AT4G37650,AT5G42080,AT5G22650,AT4G31400"
"GO:BP","organelle fission","GO:0048285","4.129887953689581e-10","9.384061730850725","159","2735","55","21899","AT2G01990,AT5G51330,AT1G03780,AT2G30820,AT5G51600,AT3G44960,AT3G25980,AT4G30870,AT1G06660,AT2G33793,AT1G04030,AT2G42260,AT2G33560,AT3G12280,AT2G06510,AT2G36200,AT5G48600,AT3G54650,AT2G32590,AT4G15890,AT1G04650,AT3G57060,AT3G57860,AT1G64960,AT5G05510,AT5G63920,AT1G50240,AT1G20720,AT5G57880,AT1G63990,AT4G22970,AT5G37630,AT1G67370,AT4G24710,AT1G61000,AT5G48720,AT2G45280,AT5G42080,AT1G22275,AT4G31400,AT4G35520,AT1G13330,AT3G23670,AT5G53280,AT3G07160,AT3G54630,AT1G14830,AT5G55280,AT3G27120,AT4G34660,AT5G19390,AT3G48750,AT2G36250,AT3G52750,AT5G63135"
"GO:BP","cytokinesis","GO:0000910","1.6815963460272276e-9","8.77427824500157","82","2749","36","21899","AT3G22780,AT2G26180,AT1G02730,AT5G51600,AT3G19050,AT1G72670,AT1G69770,AT3G05330,AT4G26760,AT1G53140,AT3G58650,AT1G18370,AT4G32730,AT3G17360,AT1G50240,AT4G22970,AT5G50375,AT5G42080,AT2G01210,AT5G49160,AT3G23670,AT5G18700,AT5G09870,AT5G05170,AT5G64740,AT4G08630,AT4G34660,AT5G19390,AT3G48750,AT5G05970,AT1G13980,AT5G18580,AT3G55000,AT3G55005,AT3G48860,AT2G32980"
